"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12564","asserting the value in the tabe","chromium","2026-05-12","passed","2026-05-12","","regression\sampletest.spec.ts","",""
